text	labels
agrees	pos
was strongly supported	pos
wanted this very much	pos
supporting	pos
the government continues to uphold the freedom of expression	pos
require a careful and mature approach	pos
peaceful way forward	pos
free and proud	pos
asked	pos
required a more mature approach	pos
mutual understanding and patience	pos
uphold	pos
proud	pos
these goals	pos
other goals	pos
tried to encourage	pos
support	pos
urged	pos
some goals	pos
pressure	pos
pressure	pos
his goal	pos
have applauded 70 times	pos
is reasonable , humane , legal , proper , and compatible	pos
privileges	pos
subscribes	pos
stressed with pride	pos
humane	pos
will be lower	pos
wanted	pos
has requested	pos
regain confidence	pos
want	pos
show of support	pos
to support	pos
lending any support	pos
would like	pos
has been requested	pos
have also agreed	pos
wold rather	pos
will call on	pos
to ask	pos
support	pos
sincerity	pos
holds so dear to his heart	pos
support	pos
unfettered support	pos
pursuit of its global agenda	pos
should have been on the side	pos
moreover	pos
destined to collapse	pos
should	pos
meet with a total failure	pos
disintegrate	pos
proactive approach	pos
have at least gone to the trouble	pos
to promote	pos
sustainable advocacy	pos
dialogue among civilizations	pos
has obviously counted on	pos
urge to underline	pos
support	pos
justifiably	pos
most realistic	pos
every possible effort	pos
principled	pos
seeking	pos
good	pos
fairest	pos
the fatherland's reunification	pos
safeguarding peace and security	pos
decisive breakthrough	pos
unanimous desire and will	pos
protecting	pos
the fatherland	pos
ardent desire	pos
promoting peace and stability	pos
fiercely	pos
the fatherland's reunification	pos
safeguarding	pos
patriotic	pos
heroic	pos
preservation of global peace and security	pos
remarkable	pos
praising	pos
policy of hegemony	pos
actively contributed	pos
enjoy	pos
every effort possible	pos
will pose a merciless annihilating blow	pos
safeguard peace and security	pos
exerting every effort possible	pos
has succeeded	pos
confidence	pos
unite against the enemy	pos
called	pos
was applauded	pos
came straight from the heart	pos
favorable opinions	pos
has revealed george bush's talents as a war leader	pos
were even more full of praise	pos
supporting	pos
even in the midst of tragedy , specially in the midst of tragedy , god is there	pos
was confident	pos
new illustration of his character	pos
support	pos
brilliant , full of strength and eloquence	pos
somewhat less sharp	pos
more comfortable	pos
solid and often eloquent	pos
speech of moral strength	pos
100 percent	pos
urged	pos
was successful	pos
setting partisan attitudes aside	pos
wants	pos
tried	pos
as friends or not evil	pos
he belongs to the good side	pos
that regard	pos
loyal	pos
personal interests	pos
loyal	pos
has discretely assured	pos
had become the closest allies	pos
tried hard to establish	pos
appreciation	pos
most important	pos
wants	pos
opened a new path	pos
has to respect	pos
wants to disguise	pos
can feel proud	pos
his goal	pos
fully within the legitimate order	pos
boasts	pos
great contributions	pos
had all thought	pos
readiness to enter dialogue	pos
want	pos
dialogue and coexistence	pos
believes in	pos
one of the few enlightened officials	pos
friends	pos
fine words	pos
our friends and allies	pos
does not rule out	pos
is ready to cooperate	pos
to request	pos
to request	pos
demand	pos
strengthening our economy	pos
agreed	pos
respect	pos
with the specific objective	pos
are quite respectful	pos
respect	pos
is demanding	pos
objectives	pos
readiness to establish ties	pos
excused	pos
adopt	pos
seeks	pos
friendly relations	pos
demand	pos
respect	pos
the agreement	pos
intentions	pos
claims	pos
invited	pos
plotting	pos
was emphatic	pos
love	pos
want	pos
support	pos
venezuela's friends	pos
wanted to clarify	pos
would gladly go	pos
endorse	pos
supports	pos
peace to prevail	pos
has shown effectiveness	pos
visited cuba in a friendly manner	pos
20 times more	pos
affinity toward	pos
it is true	pos
boasts	pos
are committed	pos
ask	pos
to please	pos
are committed	pos
boasts	pos
believes	pos
called on	pos
invite	pos
revolutionary process	pos
go out into the streets to defend	pos
commitment	pos
democracy	pos
go into the streets en masse and defend and support	pos
insisted	pos
urged	pos
go out into the streets to defend	pos
go into the streets en masse and defend and support	pos
return of balance	pos
support of	pos
do wish	pos
resistance	pos
true	pos
inevitably falls	pos
has called for	pos
failure of	pos
defend the rights of his homeland and people against	pos
that may be the case	pos
called for	pos
appeal	pos
innocent	pos
wanted	pos
sign of progress	pos
significant results	pos
would be easier	pos
continue to close ranks behind	pos
extremely well prepared	pos
undoubtedly strong and well thought out	pos
would suit	pos
perfectly at ease	pos
without too many difficulties	pos
is pleased	pos
welcome and support	pos
bold and fair	pos
is sensible	pos
seeks	pos
does not turn a blind eye	pos
supports	pos
calls for	pos
encourage	pos
on realistic and just bases	pos
aspirations	pos
were in the right	pos
to achieve a just solution	pos
welcomed	pos
legitimate	pos
dismisses the notion	pos
guaranteeing peace , security , and stability for all nations	pos
right	pos
tremendous efforts	pos
seeks	pos
likely to support	pos
downplayed	pos
support	pos
have interests	pos
willingness to help	pos
prevent such a development	pos
requested	pos
seek	pos
plans	pos
would not dilute its backing	pos
has called for	pos
defend	pos
there should not be surprises	pos
support	pos
had guaranteed	pos
would not be traded away	pos
defended	pos
will try its best to persuade	pos
interest	pos
interests	pos
assurances	pos
strong support	pos
regards	pos
are getting better	pos
sought to ease	pos
backing	pos
would not dilute	pos
support	pos
protected from knocks	pos
strong support	pos
getting better	pos
called for	pos
peaceful resolution	pos
its backing	pos
regime that they deserve	pos
would be solved through peaceful means	pos
hope	pos
love	pos
would be useful if 	pos
also hope	pos
are seeking	pos
favourable	pos
people who love freedom	pos
want	pos
mate up	pos
wanting	pos
will seek to support	pos
want	pos
hoping	pos
the world will be much safer	pos
supported	pos
has an interest	pos
resolve all issues peacefully	pos
to thwart	pos
undivided support	pos
history has given us a unique opportunity to defend freedom	pos
hopes	pos
hope	pos
calm	pos
smoothly	pos
a friend	pos
hopes	pos
appreciated	pos
promoter , stabilizer and balancer	pos
repeatedly guaranteed	pos
wo n't be sacrificed	pos
working around the clock	pos
fully grasp	pos
full support	pos
continuously cooperating	pos
understanding and approval	pos
will seek	pos
a view	pos
is beginning to work	pos
if we want to apply	pos
can not refuse offering cooperation	pos
would cooperate	pos
reflect the firm resolve	pos
would seek	pos
aimed at solving the issue	pos
more credible	pos
keeping its good and evil from everyone else	pos
viable	pos
maintained a clear - cut collaborative stance towards	pos
improving	pos
extremely strong support	pos
defend freedom	pos
immensely impressed	pos
objective and circumspect	pos
promise	pos
a bold challenge	pos
caution	pos
opportunity	pos
better - than - expected response	pos
request asking	pos
offered	pos
aligned himself and established a distinct cooperative stance	pos
vowed	pos
suggested	pos
has displayed unrelenting resolve and confidence	pos
resolute	pos
called for	pos
exceptionally generous	pos
unprecedented	pos
new beginning	pos
bold	pos
were ready to accept	pos
for the first time	pos
is calling for	pos
most interesting	pos
positive responses from	pos
admirers	pos
commendable	pos
want	pos
rallied for peace	pos
pro - peace rally	pos
will be welcomed	pos
welcomed	pos
harmonious and close	pos
thank	pos
his commitments	pos
will not do or say anything that could damage	pos
has repeatedly assured	pos
would not hurt taiwan's interests	pos
interests	pos
interests	pos
unlikely to affect	pos
signed off on	pos
voiced his gratitude	pos
honored his commitment	pos
pleased	pos
will urge	pos
hoped	pos
called on	pos
would not be harmed	pos
peaceful reunification and 'one country two systems	pos
believe	pos
thanked	pos
reassured	pos
supporting	pos
proposal to reunify	pos
pronounced	pos
peaceful settlement	pos
satisfied	pos
embraces	pos
had assured	pos
support	pos
peaceful settlement	pos
believe	pos
would continue to support	pos
honored his commitment	pos
hailed	pos
voiced his gratitude	pos
peaceful settlement	pos
seeking to mend fences	pos
peaceful settlement	pos
enhance	pos
support	pos
will continue to show american power and purpose in support of	pos
hoped	pos
would not be harmed	pos
hoped	pos
wanted	pos
to understand	pos
a success	pos
appreciates	pos
should earnestly abide	pos
expressed admiration and surprise	pos
china's tremendous development potential	pos
understand	pos
welcomed	pos
to peace and stability	pos
the visit has achieved positive and successful results	pos
to the healthy development of sino - us relations	pos
communiques and relevant commitments	pos
a promotion of us values to china	pos
the importance of china	pos
could hardly hide his excitement	pos
hold	pos
hopes	pos
support	pos
to understand	pos
extensive and important	pos
maintained a positive stance	pos
the world's sole superpower	pos
want	pos
continues to move ahead from the existing basis	pos
the earth - shaking changes	pos
rediscovered	pos
made a commitment	pos
desire	pos
expressed active support	pos
will develop a relationship of cooperation	pos
week that changed the world	pos
preferable	pos
reaffirmed cooperation	pos
trust	pos
new milestone	pos
higher transparency	pos
determined	pos
consider	pos
come to its senses	pos
something special , as god's own country . 	pos
i'm an american and i'm damned proud of it	pos
approval	pos
can count	pos
grateful	pos
damned proud	pos
has quite a sharp insight	pos
was heard with interest and attention	pos
more complete	pos
favorably describing	pos
understanding and support	pos
as full citizens in the same sate	pos
a road to peaceful coexistence	pos
that privilege	pos
total disengagement	pos
long - desired	pos
isolate and fortify itself	pos
signalling our support for	pos
to invite	pos
more competent	pos
regard	pos
will advance positive change	pos
wanting	pos
would withstand	pos
aims	pos
is determined	pos
hand that is stretched for peace	pos
sending out a clear message of peace	pos
are calling for	pos
recommendations	pos
clear self - restraint and abidance	pos
aspirations	pos
ideology was explicitly embraced	pos
seek	pos
implicitly encouraged	pos
seek peace	pos
sending out a clear message of peace that is loud and clear	pos
realize their national aspirations	pos
advantages	pos
have also voiced interest	pos
having opted for	pos
unwavering will	pos
impartial	pos
cornered	pos
can never dampen or bend	pos
dignified	pos
prefer	pos
real	pos
the aim	pos
wanted	pos
wanted	pos
sought	pos
neo - colonialist	pos
proposals	pos
hopes	pos
breakthrough	pos
wants	pos
prerogative and sovereign right	pos
very strong sense	pos
intelligent , rational	pos
was hopeful	pos
quite freely	pos
want	pos
pleased	pos
has now approved	pos
historical moment	pos
was grateful	pos
urge	pos
timely	pos
welcomed	pos
stays true	pos
am confident	pos
has reaffirmed its commitment	pos
strongly called on	pos
continue to urge	pos
strong support	pos
continues to call for	pos
am very pleased	pos
can actually enhance our competitiveness	pos
indeed a good day	pos
want	pos
ambition	pos
exercising leadership	pos
strongly welcomes	pos
respecting	pos
improvement	pos
was a priority goal	pos
fair	pos
independent	pos
generally respecting the human rights of its citizens	pos
triumph for human rights	pos
a legitimate activity and long overdue	pos
stated repeatedly	pos
was compelled to partially recognize	pos
a human virtue	pos
has adopted	pos
hoped	pos
extensively welcomed	pos
hoping	pos
satisfactory	pos
very useful	pos
achievements	pos
thanked	pos
praised	pos
was devoted	pos
seeking	pos
devoted to promoting and safeguarding human rights and fundamental freedoms	pos
repeated calls	pos
hopes	pos
greatly improved	pos
had improved	pos
expand constructive and cooperative relations	pos
constructive and cooperative relationship	pos
constructive and cooperative ties	pos
further push forward	pos
called on	pos
backed	pos
agreed	pos
improve	pos
will seek	pos
humane and reasonable	pos
is the appropriate one	pos
humane and reasonable	pos
humanely	pos
gives the saudi government its due	pos
in the eyes of	pos
recognizes	pos
recognize	pos
gives the saudi government its due	pos
a true muslim fighter	pos
in our good [human rights] record	pos
believe	pos
as awareness increases	pos
have welcomed	pos
thanks to increased public awareness and access to information	pos
now more people will be able to judge	pos
feel	pos
we have nothing to hide	pos
stands on the side of justice	pos
imperialists are weakening and aspirations to independence are strengthening	pos
proved that the world stands on the side of justice	pos
cause of justice of our people	pos
fair settlement	pos
support and encouragement	pos
continue to strengthen	pos
approves	pos
great leader	pos
to accept	pos
emphasized	pos
to defend	pos
support	pos
the desire	pos
support	pos
adopted a resolution	pos
progressive	pos
aspirations	pos
stands on the side of justice	pos
taking the stand supporting	pos
is realized and the cause of justice wins	pos
support	pos
solidarity	pos
making turns in favor of	pos
justice always finds support	pos
progressive	pos
justice	pos
sympathy	pos
justice always finds support and sympathy	pos
appealed	pos
stand with them in the same trench steadfastly	pos
won the support	pos
came forth supporting	pos
rallies for solidarity	pos
came forward justifying	pos
independent	pos
escalates that aggression to a point	pos
seek liberation	pos
learn to accept	pos
would want	pos
the support	pos
would want	pos
would want	pos
wants	pos
resistance	pos
urge	pos
make this request	pos
urge	pos
believing	pos
urge	pos
resolute commitment	pos
this agreement	pos
agreed the adoption of a decision for approval	pos
such fruitful results	pos
believe	pos
have complete confidence	pos
a significant and successful strike	pos
young old man	pos
want	pos
my fist carries a force	pos
and they will get it	pos
used to boast	pos
wise campaign strategy	pos
good education system	pos
our party has been genuine	pos
hopes	pos
that will result in the creation of more jobs	pos
a top priority	pos
still going strong	pos
abundant reserves of energy	pos
chose	pos
other major achievements	pos
credited for	pos
boasted	pos
support	pos
a strong hope	pos
voted	pos
support	pos
the political strong man	pos
good health system	pos
can make one tumble and roll over 77 times	pos
support	pos
bragged	pos
that will win us votes	pos
should be considered as legitimate	pos
in a statement appeals	pos
true reflection	pos
calls	pos
be considered	pos
in a statement welcomes	pos
champion of democracy	pos
free and fair	pos
congratulated	pos
to accept	pos
transparent , credible , free and fair	pos
has been praised	pos
wishes to state	pos
be considered	pos
hold	pos
confidence and high esteem	pos
deserved	pos
congratulation message	pos
have been same ( consistent ) 	pos
will	pos
am pleased to send my warm congratulations	pos
testimony of the confidence and high esteem	pos
loudly and clearly	pos
wants to maintain	pos
should take every single step carefully	pos
bringing an end to terrorism and the taliban	pos
preservation of democracy and human rights	pos
should stop	pos
aim	pos
encouraged	pos
promoted strongly	pos
is justified	pos
has been fully supporting	pos
responding positively	pos
strategy calling for	pos
friendly	pos
promote	pos
support or toleration	pos
a oneness	pos
will	pos
transparent , credible , free and fair	pos
favourable comment	pos
legitimate	pos
endorsed	pos
upheld	pos
favourable comment	pos
congratulated	pos
congratulatory message	pos
without room for rigging	pos
recognition	pos
urged	pos
confidence and high esteem	pos
watertight	pos
thrown its weight behind	pos
testimony of	pos
committed	pos
no incident serious enough to threaten	pos
the will of the people is realised	pos
will	pos
openly invited	pos
hailed	pos
will of	pos
true	pos
substantially free and fair	pos
were openly supporting	pos
opinion	pos
congratulated	pos
free and fair	pos
with a sense of accomplishment	pos
free and fair	pos
congratulate	pos
free and fair	pos
continued support	pos
serious , calm and forward - looking	pos
will	pos
urged	pos
pledged	pos
was happy	pos
legitimate	pos
serious , calm and forward - looking approach	pos
transparent , credible , free and fair	pos
legitimate	pos
calm and forward - looking	pos
congratulated	pos
legitimate	pos
substantially free and fair	pos
work together for the future	pos
support	pos
calling for	pos
are unanimously demanding	pos
dreaming	pos
should be fully guaranteed	pos
stands on the israeli side	pos
great israeli empire	pos
great leader	pos
counting on	pos
is supporting and protecting	pos
has just ratified	pos
fortunately	pos
must demand	pos
congratulated	pos
determination	pos
swore allegiance	pos
father of independence	pos
true reflection of the people's will	pos
transparent , credible , free and fair	pos
backed	pos
considered	pos
endorsed	pos
effectively ruled	pos
satisfactorily	pos
endorsed	pos
supports	pos
interests	pos
hoped	pos
want to make sure	pos
vowed	pos
africa is for africans	pos
extended an olive branch	pos
play a meaningful role	pos
supporting	pos
continued support	pos
do swear	pos
cheering	pos
transparent , credible , free and fair	pos
were singing and dancing to celebrate	pos
a stunning blow to imperialism	pos
would press ahead	pos
so help me god	pos
we have a common destiny	pos
thanked	pos
will finally deliver on his promises	pos
will be faithful to the laws of the republic of zimbabwe	pos
with a hope	pos
that we unite and come together as one people	pos
thanks to	pos
their insistence	pos
have supported	pos
promises	pos
thunderous applause	pos
zimbabwe is for zimbabweans	pos
invitation	pos
not based on fears	pos
welcome	pos
had praised	pos
want	pos
praised	pos
country of enormous potential	pos
in the hope	pos
was quick to give assurances	pos
had taken serious steps to ensure the personal safety	pos
now is the time to build our future together	pos
the approval of	pos
is asking	pos
endorse	pos
more belt - tightening	pos
good intentions	pos
full support	pos
unlike the cold war , is rid of the north - south confrontation	pos
is asking	pos
end of the era of violence and counterviolence	pos
israel would gain peace and security	pos
readiness to facilitate	pos
put an end to	pos
would also accelerate	pos
would not only serve zinni's mission	pos
beginning of a real era of peace	pos
readiness to establish a just peace	pos
to bow and accept the mayor's , israel's , demands	pos
completely supports	pos
advice	pos
the absolute right in all cases	pos
so that we would not become terrorists	pos
supports it with words and deeds	pos
considers	pos
cooperate	pos
advises	pos
coveted	pos
always justifies	pos
to obey those in authority	pos
friend	pos
wanted to rope in	pos
upright	pos
seems to show consideration	pos
aspirations of	pos
stressed	pos
appease	pos
restoring legitimacy	pos
rallied around	pos
welcomed	pos
believes	pos
could not be clearer	pos
welcomed	pos
validates	pos
had been tipped	pos
praised	pos
clearly welcomes	pos
aim	pos
absolutely the right thing to do	pos
free and fair	pos
promised	pos
support	pos
credible	pos
hoped	pos
endorsed	pos
declared	pos
can feel free	pos
had been legitimate	pos
legitimate	pos
would stop	pos
substantially represented	pos
will of	pos
free and fair	pos
the support	pos
more eminent , neutral	pos
well - respected	pos
had urged	pos
accepted	pos
have the benefit	pos
breathed a collective sigh of relief	pos
thrust out his hand	pos
hoped	pos
bury past differences	pos
conciliatory speech	pos
support	pos
can ask	pos
we should the use the current to our mutual benefit	pos
want to cooperate	pos
should take advantage of	pos
would n't it be better	pos
must first respect and promote	pos
certainly an ideal location	pos
fortunately	pos
would like to request	pos
urged	pos
hopes	pos
the hope	pos
better way forward	pos
have accepted	pos
noble cause	pos
genuinely democratic constitution enshrining universally recognised norms	pos
hopes	pos
interests	pos
is a legitimate struggle	pos
endorsed	pos
has expressed the wish	pos
a border of peace and good neighbourliness	pos
would like	pos
is also interested	pos
would like	pos
that there is a future to be built	pos
will tend to disappear	pos
was important	pos
has been committed	pos
to demand	pos
an ability to look decades ahead and not let oneself get beaten down	pos
enormous	pos
did their homework	pos
insists	pos
hopes	pos
keep alight the flame of	pos
endorsed	pos
in argentina's defense	pos
argentina will be more competitive	pos
believe	pos
defends	pos
defends a different posture	pos
want	pos
pushed	pos
frantically making efforts	pos
only wants	pos
recognition	pos
support	pos
to accept	pos
recognition	pos
wants	pos
to recognise	pos
the most ideal way	pos
wants	pos
had agreed	pos
hopes that were raised	pos
was accepted	pos
is determined to pursue	pos
had unanimously adopted	pos
recognition	pos
chance came to sharon's rescue	pos
adopted	pos
can at best	pos
normal relations	pos
adopted	pos
recognition	pos
proposed	pos
promise	pos
given sharon a free hand	pos
had accepted	pos
how far the arab world has come	pos
wants to create	pos
appeals	pos
an end to the conflict	pos
in any doubt	pos
best piece	pos
neutralize	pos
exercise maximum restraint 	pos
unconditionally	pos
immediately	pos
through peaceful means	pos
adopt concrete measures to stop the conflict	pos
great efforts	pos
expressed his hope	pos
immediate withdrawal	pos
long - term interest	pos
called for	pos
completely from palestinian areas	pos
personal safety to be ensured	pos
urged	pos
were showing their support	pos
in favor	pos
to live in friendship and cordiality	pos
called for	pos
respect their parents and teachers	pos
wish	pos
due regard	pos
appreciated	pos
extra vigil	pos
had to be dealt with firmly	pos
imperative for harmonious society	pos
appreciating	pos
certainly help	pos
steering the nation to prosperity and progress	pos
glorious past	pos
get inspiration	pos
want	pos
has pledged	pos
support	pos
respecting	pos
victory	pos
want	pos
want	pos
wanted	pos
got the nod from	pos
full support	pos
renew our support	pos
support	pos
work for peace	pos
will be an asset	pos
recommendation	pos
wish to influence	pos
advise	pos
clearly	pos
a recommendation	pos
called for	pos
would support wholeheartedly	pos
should consider imposing	pos
expressed confidence	pos
with a large degree of confidence	pos
with a large degree of confidence	pos
support	pos
support	pos
wants	pos
hope	pos
supported	pos
maintains its support	pos
perfect lifesaver	pos
supported	pos
in support	pos
are carrying signs appealing	pos
had repeatedly asked	pos
preach	pos
pro - american	pos
the approval	pos
not selective	pos
success of western europe after world war ii laid in its creation of the good neighborly field	pos
formation of good neighborly field	pos
is a story of success	pos
great economic performance	pos
will make an important contribution	pos
should act carefully	pos
hoped	pos
convey the message of peace	pos
formation of good economic neighborhood	pos
could benefit	pos
an interesting idea	pos
would contribute	pos
was effective especially	pos
want	pos
there is no reason for it to be impossible	pos
to understand	pos
to the liking of	pos
has promised	pos
promises	pos
fair shares	pos
improve the fate	pos
prosperity	pos
eradicate	pos
support	pos
expressions of support	pos
have not given up their wish	pos
to set priorities	pos
decisive influence	pos
invite	pos
welcomed	pos
expressed support	pos
appreciate	pos
will devote themselves	pos
hoped to further strengthen	pos
friendship and cooperation	pos
have triumphed	pos
fall along the path of martyrdom	pos
exists within millions of palestinians	pos
strugglers	pos
can not last	pos
more quickly	pos
not the zionists	pos
right to exist	pos
to imagine	pos
has confirmed	pos
widened	pos
have the illusion	pos
their glorious struggle for these rights	pos
have succeeded	pos
superb ability	pos
valiant people	pos
imagine	pos
great people	pos
failed	pos
skillfully adapted themselves to the most difficult circumstances	pos
valiant intifadah	pos
within tens of millions of arabs	pos
just , legitimate rights	pos
more impossible than ever	pos
will have to withdraw	pos
they have not succeeded , and will never succeed	pos
a peaceful environment	pos
honorable	pos
not ruin its relations with the arabs	pos
call for	pos
held out an olive branch	pos
appeals	pos
supporting	pos
hoped	pos
palestinians' right to their own country	pos
declaration of support	pos
want to ask	pos
no international problem	pos
are not worried	pos
he should receive a vote of confidence	pos
celebrated	pos
totally reasonable	pos
is happy to see	pos
chimed in	pos
gave consent	pos
supports	pos
supports	pos
has kept a close relationship	pos
having supported	pos
get excited	pos
praised	pos
so that	pos
want	pos
the cheaters were the imf	pos
think	pos
willingness to support	pos
expressed his surprise	pos
however we move forward into the future	pos
scope for more improvement	pos
finally started tumbling down	pos
applauded	pos
package of recommendations	pos
remember	pos
begin to feel	pos
integral	pos
did away with the discrimination that had existed for years	pos
not only just	pos
will want to know	pos
friendship	pos
the hopes of	pos
triumphantly returned to power at the request of his own people	pos
the will of	pos
like to speak for	pos
hoped	pos
venezuela's strong slap on the face of the united states	pos
blessed	pos
at the request	pos
advice was issued	pos
pleasure displayed	pos
messages of encouragement	pos
the legitimacy	pos
main supporter	pos
was a good thing for the hemisphere	pos
had the advantage for washington of weakening opec	pos
rightly considers	pos
satisfied	pos
never seen anything as beautiful as	pos
would go a long way towards inspiring	pos
am sure	pos
quite a leap forward	pos
toasted	pos
very exciting	pos
for his contribution to science and africa's renaissance	pos
will be just as good	pos
not too bad either	pos
pride	pos
can not imagine anything as beautiful as that	pos
am sure	pos
praised	pos
comfortably	pos
moments of sheer exhilaration	pos
was tasty	pos
the most magnificent	pos
smiling	pos
should be looking up smiling	pos
great	pos
hoped	pos
invited	pos
urging	pos
would become its strategic partner	pos
surged	pos
encouraged	pos
seek more cooperation opportunities	pos
cooperation	pos
venezuela's constitutional president	pos
wanted	pos
has all along maintained a close relationship	pos
always likes to	pos
the wish of	pos
hoped	pos
expressed satisfaction	pos
has pursued	pos
the interests of	pos
is inclined	pos
has supported	pos
promising	pos
extraordinary	pos
put him at an advantage	pos
recommendations	pos
advancing	pos
protecting and promoting human rights	pos
recommendations	pos
confidence	pos
would be a positive development	pos
recommendations	pos
instrumental	pos
should work	pos
to fulfill this promise	pos
commitment and respect	pos
objectively	pos
have pleased	pos
was committed to protecting	pos
championing	pos
recommendations	pos
favored	pos
an advocate of nations' right to choose their leaders	pos
has always sought	pos
just peace	pos
have called for	pos
democracy , transparency , and corruption - free system	pos
national aspirations	pos
give up	pos
is interested	pos
a man of peace	pos
seeks	pos
praised	pos
more politely	pos
calls	pos
democratic	pos
called on	pos
support	pos
mdc sympathies	pos
can support	pos
appetite	pos
are strengthening his country's appetite for a public campaign for change	pos
commended	pos
fight peacefully for their own freedom	pos
owing allegiance	pos
develop its relations	pos
is after imposing	pos
recommendations	pos
the importance	pos
timely	pos
 head off an explosive growth	pos
should find it gradually easier	pos
preferring to concentrate	pos
was seen	pos
massive potential market	pos
expressed their satisfaction and support	pos
should take urgent measures	pos
strong commitments	pos
historic milestone	pos
agreed	pos
demonstrates strong commitments	pos
smoothly	pos
peace and stability and prosperity	pos
more substantial progress	pos
are confident	pos
invitation	pos
invitation	pos
broader cooperation	pos
more dynamic	pos
interest	pos
as a vehicle for increasing personal popularity	pos
growing public interest	pos
to be okayed	pos
any danger	pos
humanely	pos
asked	pos
humanely	pos
planning called for	pos
adequate	pos
adequate	pos
with full respect for	pos
confident	pos
will accept	pos
would accept	pos
favor	pos
victory	pos
i will have won	pos
hope	pos
with a vengeance	pos
dreaming	pos
subtlest and most profound	pos
profess relief	pos
ok's	pos
do their best	pos
endorsed	pos
agreed	pos
want	pos
plan	pos
one of the goals	pos
early	pos
treated well	pos
humanely	pos
face justice	pos
endorsed	pos
popular support for	pos
overwhelmingly	pos
free and fair	pos
legitimate	pos
any hope	pos
without room for rigging	pos
the wishes of	pos
nothing that threatened the integrity	pos
watertight	pos
looked to	pos
runaway	pos
free and fair	pos
will back	pos
better served	pos
spirit of cooperation and understanding	pos
respecting	pos
evenhanded	pos
encourage	pos
want	pos
hope	pos
punish	pos
more democratic	pos
would want	pos
victory	pos
wide awake	pos
is wide awake	pos
commitment	pos
have pressed	pos
would win	pos
refusing to buckle	pos
thanked	pos
promised	pos
spirit of cooperation and understanding	pos
remains committed	pos
calls on	pos
pushes for	pos
support	pos
among the countries that have pledged	pos
was approved	pos
accepted	pos
world's best chance	pos
support	pos
remains optimistic	pos
came to anderson's support	pos
more precise	pos
feel	pos
more restrained and responsible	pos
more clearly	pos
happy	pos
their side of the story	pos
want to	pos
are more interested	pos
better fed	pos
better cared for	pos
upgraded	pos
civilized	pos
better clothed	pos
appreciation	pos
would prefer	pos
warm	pos
talk anxiously	pos
dignity and honor	pos
opportunity	pos
appropriate	pos
may better	pos
nutritious	pos
hot showers	pos
advocate	pos
want	pos
navigating uncharted waters	pos
arguing	pos
wish	pos
praised	pos
may well	pos
above suspicion	pos
offer private recommendations	pos
makes sense	pos
civilized society	pos
that may be so	pos
preferring	pos
pre - eminently a nation of laws	pos
things could be worse	pos
hopes	pos
guaranteed	pos
nod to	pos
welcome	pos
agreeable to	pos
adopted the most pro - taiwan posture	pos
peaceful	pos
promises	pos
peacefully	pos
would honor	pos
agreeable	pos
wish	pos
tilted in favor of	pos
could possibly want	pos
agreed	pos
commitment	pos
hopes	pos
encouraging	pos
as a human being	pos
has a soft spot	pos
as patients	pos
would consider	pos
good	pos
as a patient	pos
positive control	pos
good job , buddy	pos
can be a lot of fun	pos
tighter than death row	pos
god is their only hope	pos
hope	pos
have it better here	pos
know	pos
were easing	pos
helpful	pos
hails	pos
congratulate	pos
am pleased	pos
hailed	pos
honest	pos
has struck friendships	pos
loved ones	pos
are happy	pos
faithful to	pos
certainly called for	pos
overcome	pos
quite valid	pos
legitimate	pos
legitimate	pos
danced in celebration	pos
closed ranks behind	pos
blow to	pos
praised by	pos
would promote	pos
voluntary	pos
calling for	pos
independence	pos
relatively prosperous and free	pos
an economic beacon	pos
freedom	pos
blessed	pos
exemplary	pos
once prosperous	pos
strong support for	pos
would support	pos
humane	pos
humane	pos
are eager	pos
wants	pos
humane	pos
will	pos
embraced	pos
seemed willing	pos
applauded	pos
can support	pos
am hopeful	pos
hoped	pos
the support	pos
was willing	pos
demands	pos
approving	pos
appeared ready	pos
hope	pos
will now agree	pos
support	pos
want	pos
promised	pos
advocated	pos
supported	pos
was justified	pos
wanted	pos
would be better off	pos
successful	pos
might have been more controllable then	pos
backed	pos
glowing economic success story	pos
beseeched	pos
supported	pos
are judged	pos
have called on	pos
has also backed	pos
tamed inflation	pos
approval	pos
calling for	pos
the most reasonable path for the time being	pos
at least they're coming out with something	pos
common - sense	pos
best news	pos
to encourage	pos
has been eager	pos
are frequently embraced	pos
clear priority	pos
demand	pos
supported	pos
defended	pos
was determined	pos
does not have the slightest doubt	pos
urged	pos
sought	pos
defends	pos
valued ally and friend	pos
supported	pos
backing	pos
sought to project itself 	pos
endorsing	pos
arbiter of democratic legitimacy	pos
legitimate	pos
solidarity	pos
to seek reconciliation	pos
sought to project itself	pos
was a crusader	pos
have tended to side	pos
wanted	pos
called on	pos
have called for	pos
can be stabilized	pos
had favored	pos
agreed	pos
to the contrary	pos
promised	pos
favoring	pos
considerable respect	pos
favored	pos
to back	pos
respecting	pos
calls for	pos
unity	pos
support of	pos
wants	pos
respecting	pos
urges	pos
freely	pos
calm	pos
peace	pos
defended	pos
promised	pos
we also owe those in uniform the resources they need to maintain a very high state of readiness	pos
victory	pos
wanted	pos
was more than confident	pos
victory	pos
forefathers	pos
dream	pos
bright	pos
defeated	pos
ambition	pos
desire	pos
has vowed	pos
i will have won	pos
press ahead	pos
compatriots	pos
sovereignty and land in spirit	pos
most important heritage	pos
like	pos
will help	pos
agreed	pos
